Publication_year,NPmaterials,NPshape,Coated,Charge,Pegylation,Uptakepathway,Toxicity,Immuneresponse,Otherbiologicaleffect,PCmethods,Incubationcondition,PCprotein
2022,Lipoplexes,Nanosheets,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Macrophages,Biodistribution,Microscope,Plasma,Albumin
2023,Polystyrene,Spherical,Coated,Positive charge,Pegylated,Unknown,Unknown,Macrophages,Biodistribution,Fluorescence,Plasma,Fibrinogen
2024,Micelles,Others,Coated,Positive charge,Pegylated,Phagocytosis,Cytotoxicity,Macrophages,Biodistribution,Spectrum,Serum,Others
2014,Magnetic,Amorphous,Coated,Positive charge,Pegylated,Endocytosis,Cytotoxicity,Others,Release,Spectrum,Medium,Others
2015,Silicon,Amorphous,Coated,Positive charge,Pegylated,Endocytosis,Unknown,Others,Targeting,Fluorescence,Serum,Transferrin
2016,Silicon,Amorphous,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Macrophages,Biodistribution,Spectrum,Medium,Albumin
2016,Lipoplexes,Others,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Macrophages,Targeting,Spectrum,Medium,Albumin
2017,Micelles,Others,Coated,Neutral,Pegylated,Endocytosis,Hemotoxicity,Complement,Biodistribution,Proteomics,Plasma,Lipoprotein
2017,Agglomerates,Others,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Macrophages,Biodistribution,Microscope,Medium,Others
2017,Micelles,Others,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Others,Anticancer,Microscope,Medium,Others
2018,Micelles,Others,Coated,Negative charge,Pegylated,Unknown,Unknown,Others,Release,Spectrum,Serum,Albumin
2018,Others,Others,Coated,Positive charge,Pegylated,Phagocytosis,Cytotoxicity,Complement,Biodistribution,Microscope,Serum,Lipoprotein
2018,Gold,Spherical,Coated,Positive charge,Pegylated,Phagocytosis,Cytotoxicity,Immune response,Targeting,Sdspage,Plasma,Transferrin
2019,Zwitterionic,Spherical,Coated,Neutral,Pegylated,Phagocytosis,Unknown,Others,Biodistribution,Others,Serum,Albumin
2020,Gold,Nanorods,Coated,Positive charge,Pegylated,Phagocytosis,Cytotoxicity,Complement,Biodistribution,Spectrum,Serum,Lipoprotein
2020,Lipoplexes,Others,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Complement,Anticancer,Fluorescence,Plasma,Lipoprotein
2020,Micelles,Spherical,Coated,Negative charge,Pegylated,Phagocytosis,Unknown,Inflammation,Stability,Fluorescence,Serum,Lipoprotein
2020,Micelles,Spherical,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Macrophages,Targeting,Sdspage,Plasma,Albumin
2021,Micelles,Nanotubes,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Dendritic cells,Enzymes,Fluorescence,Bovine,Albumin
2022,Micelles,Others,Coated,Positive charge,Pegylated,Endocytosis,Cytotoxicity,Immune response,Biodistribution,Proteomics,Serum,Albumin
2022,Micelles,Spherical,Coated,Negative charge,Pegylated,Phagocytosis,Cytotoxicity,Macrophages,Targeting,Microscope,Medium,Albumin
2024,Micelles,Others,Coated,Positive charge,Pegylated,Phagocytosis,Cytotoxicity,Macrophages,Biodistribution,Fluorescence,Serum,Others
2013,Agglomerates,Spherical,Coated,Positive charge,Pegylated,Unknown,Unknown,Macrophages,Anticancer,Fluorescence,Plasma,Albumin
2014,Magnetic,Others,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Macrophages,Anticancer,Microscope,Medium,Albumin
2014,Micelles,Spherical,Coated,Negative charge,Pegylated,Phagocytosis,Unknown,Macrophages,Targeting,Sdspage,Plasma,Albumin
2016,Lipoplexes,Others,Coated,Unknown,Pegylated,Unknown,Cytotoxicity,Others,Therapy,Fluorescence,Serum,Albumin
2016,Peptide,Nanotubes,Coated,Negative charge,Pegylated,Phagocytosis,Cytotoxicity,Complement,Targeting,Sdspage,Plasma,Fibrinogen
2016,Others,Nanotubes,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Macrophages,Biodistribution,Fluorescence,Serum,Albumin
2016,Carbon,Nanotubes,Coated,Positive charge,Pegylated,Phagocytosis,Cytotoxicity,Complement,Targeting,Spectrum,Plasma,Albumin
2017,Others,Nanosheets,Coated,Negative charge,Pegylated,Phagocytosis,Cytotoxicity,Immune response,Anticancer,Fluorescence,Plasma,Others
2017,Micelles,Others,Coated,Negative charge,Pegylated,Phagocytosis,Cytotoxicity,Complement,Targeting,Sdspage,Plasma,Albumin
2018,Lipoplexes,Others,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Complement,Anticancer,Microscope,Plasma,Lipoprotein
2018,Agglomerates,Others,Coated,Positive charge,Pegylated,Endocytosis,Cytotoxicity,Complement,Biodistribution,Fluorescence,Serum,Albumin
2018,Gold,Nanotubes,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Inflammation,Biodistribution,Microscope,Plasma,Albumin
2018,Micelles,Nanosheets,Coated,Positive charge,Pegylated,Phagocytosis,Cytotoxicity,Complement,Biodistribution,Spectrum,Plasma,Lipoprotein
2019,Others,Nanosheets,Coated,Negative charge,Pegylated,Endocytosis,Cytotoxicity,Macrophages,Biodistribution,Spectrum,Medium,Albumin
2019,Silicon,Nanorods,Coated,Negative charge,Pegylated,Phagocytosis,Cytotoxicity,Others,Stability,Spectrum,Medium,Others
2019,Magnetic,Others,Coated,Negative charge,Pegylated,Endocytosis,Cytotoxicity,Immune response,Biodistribution,Microscope,Medium,Albumin
2020,Others,Nanorods,Coated,Negative charge,Pegylated,Phagocytosis,Cytotoxicity,Macrophages,Release,Spectrum,Plasma,Lipoprotein
2020,Others,Others,Coated,Positive charge,Pegylated,Phagocytosis,Cytotoxicity,Complement,Biodistribution,Spectrum,Plasma,Lipoprotein
2020,Lipoplexes,Others,Coated,Negative charge,Pegylated,Phagocytosis,Cytotoxicity,Macrophages,Biodistribution,Sdspage,Plasma,Albumin
2021,Others,Others,Coated,Positive charge,Pegylated,Endocytosis,Cytotoxicity,Macrophages,Biodistribution,Fluorescence,Medium,Lipoprotein
2021,Others,Spherical,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Inflammation,Biodistribution,Spectrum,Medium,Albumin
2021,Micelles,Others,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Dendritic cells,Release,Fluorescence,Medium,Albumin
2021,Others,Spherical,Unknown,Positive charge,Pegylated,Unknown,Unknown,Complement,Anticancer,Spectrum,Serum,Others
2022,Micelles,Nanorods,Coated,Negative charge,Pegylated,Endocytosis,Cytotoxicity,Immune response,Stability,Spectrum,Serum,Albumin
2022,Others,Nanotubes,Coated,Positive charge,Pegylated,Phagocytosis,Cytotoxicity,Macrophages,Targeting,Fluorescence,Plasma,Transferrin
2023,Virus,Others,Coated,Negative charge,Pegylated,Endocytosis,Cytotoxicity,Immune response,Anticancer,Fluorescence,Plasma,Albumin
2023,Others,Others,Coated,Positive charge,Pegylated,Endocytosis,Cytotoxicity,Macrophages,Stability,Fluorescence,Serum,Others
2023,Micelles,Spherical,Unknown,Positive charge,Pegylated,Unknown,Cytotoxicity,Dendritic cells,Anticancer,Fluorescence,Medium,Albumin
2023,Micelles,Spherical,Coated,Negative charge,Pegylated,Phagocytosis,Cytotoxicity,Inflammation,Biodistribution,Spectrum,Serum,Albumin
2024,Colloids,Others,Coated,Negative charge,Pegylated,Phagocytosis,Cytotoxicity,Inflammation,Anticancer,Microscope,Medium,Albumin
2013,Silicon,Amorphous,Coated,Unknown,Pegylated,Unknown,Cytotoxicity,Others,Stability,Spectrum,Serum,Albumin
2013,Colloids,Others,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Others,Anticancer,Fluorescence,Serum,Others
2014,Others,Spherical,Coated,Negative charge,Pegylated,Phagocytosis,Cytotoxicity,Macrophages,Biodistribution,Fluorescence,Serum,Albumin
2015,Lipoplexes,Others,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Others,Release,Fluorescence,Serum,Transferrin
2015,Micelles,Others,Uncoated,Negative charge,Pegylated,Phagocytosis,Cytotoxicity,Complement,Biodistribution,Sdspage,Serum,Albumin
2016,Silicon,Nanorods,Coated,Negative charge,Pegylated,Phagocytosis,Cytotoxicity,Macrophages,Biodistribution,Sdspage,Plasma,Albumin
2017,Others,Nanostars,Coated,Negative charge,Pegylated,Endocytosis,Cytotoxicity,Macrophages,Anticancer,Microscope,Serum,Others
2017,Virus,Nanostars,Coated,Negative charge,Pegylated,Unknown,Unknown,Macrophages,Targeting,Spectrum,Serum,Albumin
2017,Micelles,Amorphous,Coated,Positive charge,Pegylated,Endocytosis,Cytotoxicity,Others,Anticancer,Fluorescence,Serum,Others
2018,Virus,Spherical,Coated,Negative charge,Pegylated,Unknown,Unknown,Immune response,Biodistribution,Microscope,Plasma,Albumin
2018,Lipoplexes,Others,Unknown,Unknown,Pegylated,Unknown,Unknown,Complement,Anticancer,Sdspage,Serum,Albumin
2018,Oxidative,Amorphous,Coated,Positive charge,Pegylated,Unknown,Unknown,Macrophages,Release,Microscope,Plasma,Lipoprotein
2019,Iron,Nanotubes,Coated,Negative charge,Pegylated,Phagocytosis,Cytotoxicity,Complement,Biodistribution,Proteomics,Plasma,Lipoprotein
2019,Virus,Spherical,Coated,Positive charge,Pegylated,Endocytosis,Cytotoxicity,Immune response,Anticancer,Fluorescence,Plasma,Albumin
2019,Others,Nanotubes,Coated,Negative charge,Pegylated,Endocytosis,Cytotoxicity,Complement,Biodistribution,Fluorescence,Serum,Albumin
2020,Lipoplexes,Spherical,Coated,Positive charge,Pegylated,Endocytosis,Cytotoxicity,Macrophages,Anticancer,Microscope,Medium,Albumin
2020,Micelles,Nanotubes,Coated,Negative charge,Pegylated,Endocytosis,Cytotoxicity,Macrophages,Anticancer,Fluorescence,Plasma,Albumin
2020,Silicon,Others,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Others,Anticancer,Spectrum,Plasma,Others
2020,Micelles,Nanotubes,Coated,Negative charge,Pegylated,Phagocytosis,Cytotoxicity,Macrophages,Biodistribution,Sdspage,Serum,Lipoprotein
2020,Others,Spherical,Coated,Negative charge,Pegylated,Phagocytosis,Cytotoxicity,Immune response,Anticancer,Fluorescence,Serum,Others
2021,Lipoplexes,Others,Unknown,Positive charge,Pegylated,Phagocytosis,Cytotoxicity,Complement,Biodistribution,Fluorescence,Plasma,Albumin
2022,Micelles,Others,Coated,Positive charge,Pegylated,Phagocytosis,Hemotoxicity,Macrophages,Biodistribution,Microscope,Plasma,Fibrinogen
2022,Carbon,Nanotubes,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Dendritic cells,Stability,Fluorescence,Medium,Others
2022,Oxidative,Spherical,Coated,Negative charge,Pegylated,Phagocytosis,Cytotoxicity,Cytokines,Release,Fluorescence,Medium,Others
2022,Gold,Nanotubes,Coated,Negative charge,Pegylated,Unknown,Unknown,Complement,Targeting,Microscope,Serum,Transferrin
2022,Micelles,Spherical,Unknown,Negative charge,Pegylated,Phagocytosis,Cytotoxicity,Complement,Biodistribution,Proteomics,Plasma,Lipoprotein
2024,Micelles,Others,Coated,Positive charge,Pegylated,Phagocytosis,Cytotoxicity,Macrophages,Biodistribution,Fluorescence,Serum,Others
2024,Lipoplexes,Others,Coated,Negative charge,Pegylated,Phagocytosis,Cytotoxicity,Complement,Biodistribution,Proteomics,Plasma,Lipoprotein
2014,Lipoplexes,Spherical,Coated,Unknown,Pegylated,Endocytosis,Cytotoxicity,Complement,Targeting,Spectrum,Plasma,Lipoprotein
2015,Micelles,Nanotubes,Coated,Positive charge,Pegylated,Phagocytosis,Cytotoxicity,Complement,Targeting,Spectrum,Plasma,Fibrinogen
2016,Others,Others,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Complement,Anticancer,Sdspage,Plasma,Lipoprotein
2017,Lipoplexes,Others,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Macrophages,Biodistribution,Microscope,Plasma,Lipoprotein
2017,Lipoplexes,Others,Coated,Positive charge,Pegylated,Macropinocytosis,Cytotoxicity,Immune response,Anticancer,Fluorescence,Serum,Others
2017,Micelles,Others,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Dendritic cells,Biodistribution,Fluorescence,Plasma,Albumin
2018,Oxidative,Nanorods,Unknown,Positive charge,Pegylated,Endocytosis,Cytotoxicity,Others,Anticancer,Icpms,Medium,Others
2019,Others,Spherical,Coated,Negative charge,Pegylated,Unknown,Unknown,Others,Anticancer,Fluorescence,Serum,Albumin
2019,Lipoplexes,Others,Coated,Negative charge,Pegylated,Phagocytosis,Cytotoxicity,Macrophages,Biodistribution,Proteomics,Serum,Albumin
2019,Gold,Spherical,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Immune response,Biodistribution,Spectrum,Serum,Albumin
2020,Micelles,Nanorods,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Complement,Biodistribution,Spectrum,Serum,Albumin
2020,Agglomerates,Others,Coated,Positive charge,Pegylated,Endocytosis,Hemotoxicity,Complement,Biodistribution,Fluorescence,Medium,Albumin
2020,Lipoplexes,Nanorods,Coated,Negative charge,Pegylated,Endocytosis,Cytotoxicity,Macrophages,Biodistribution,Fluorescence,Serum,Albumin
2021,Polystyrene,Amorphous,Coated,Neutral,Pegylated,Macropinocytosis,Cytotoxicity,Inflammation,Biodistribution,Fluorescence,Medium,Albumin
2021,Others,Others,Coated,Negative charge,Pegylated,Endocytosis,Cytotoxicity,Macrophages,Targeting,Microscope,Plasma,Lipoprotein
2021,Peptide,Nanotubes,Coated,Positive charge,Pegylated,Endocytosis,Cytotoxicity,Macrophages,Biodistribution,Fluorescence,Medium,Lipoprotein
2022,Lipoplexes,Others,Unknown,Negative charge,Pegylated,Unknown,Hemotoxicity,Complement,Targeting,Microscope,Serum,Albumin
2023,Lipoplexes,Others,Coated,Negative charge,Pegylated,Endocytosis,Cytotoxicity,Inflammation,Biodistribution,Microscope,Serum,Albumin
2023,Magnetic,Others,Coated,Positive charge,Pegylated,Phagocytosis,Cytotoxicity,Complement,Biodistribution,Spectrum,Plasma,Lipoprotein
2023,Micelles,Nanorods,Unknown,Unknown,Pegylated,Phagocytosis,Cytotoxicity,Dendritic cells,Biodistribution,Spectrum,Plasma,Albumin
2024,Others,Nanosheets,Coated,Negative charge,Pegylated,Phagocytosis,Cytotoxicity,Macrophages,Biodistribution,Microscope,Plasma,Lipoprotein
2024,Lipoplexes,Spherical,Coated,Positive charge,Pegylated,Phagocytosis,Cytotoxicity,Immune response,Anticancer,Sdspage,Serum,Lipoprotein
2012,Micelles,Spherical,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Immune response,Biodistribution,Spectrum,Serum,Albumin
2012,Micelles,Others,Unknown,Negative charge,Pegylated,Unknown,Cytotoxicity,Others,Targeting,Fluorescence,Medium,Others
2013,Micelles,Others,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Others,Biodistribution,Microscope,Plasma,Others
2014,Lipoplexes,Spherical,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Complement,Biodistribution,Sdspage,Plasma,Lipoprotein
2015,Others,Nanorods,Coated,Negative charge,Pegylated,Exocytosis,Cytotoxicity,Macrophages,Targeting,Spectrum,Serum,Fibrinogen
2015,Carbon,Nanotubes,Coated,Positive charge,Pegylated,Phagocytosis,Cytotoxicity,Immune response,Anticancer,Proteomics,Plasma,Fibrinogen
2016,Magnetic,Others,Coated,Positive charge,Pegylated,Unknown,Unknown,Macrophages,Biodistribution,Spectrum,Serum,Albumin
2016,Silver,Nanorods,Coated,Positive charge,Pegylated,Macropinocytosis,Cytotoxicity,Inflammation,Biodistribution,Icpms,Serum,Albumin
2017,Silicon,Spherical,Coated,Negative charge,Pegylated,Endocytosis,Cytotoxicity,Others,Targeting,Fluorescence,Serum,Albumin
2017,Colloids,Nanosheets,Coated,Unknown,Pegylated,Unknown,Unknown,Complement,Anticancer,Spectrum,Serum,Lipoprotein
2017,Silicon,Nanorods,Coated,Positive charge,Pegylated,Phagocytosis,Cytotoxicity,Complement,Biodistribution,Fluorescence,Serum,Lipoprotein
2017,Micelles,Spherical,Coated,Negative charge,Pegylated,Endocytosis,Cytotoxicity,Others,Biodistribution,Microscope,Serum,Albumin
2017,Others,Others,Coated,Unknown,Pegylated,Phagocytosis,Cytotoxicity,Immune response,Targeting,Sdspage,Plasma,Albumin
2017,Others,Nanosheets,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Immune response,Therapy,Proteomics,Plasma,Lipoprotein
2018,Agglomerates,Spherical,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Monocytes,Stability,Spectrum,Plasma,Others
2018,Micelles,Others,Coated,Negative charge,Pegylated,Unknown,Unknown,Others,Release,Spectrum,Others,Others
2018,Peptide,Nanotubes,Coated,Positive charge,Pegylated,Exocytosis,Cytotoxicity,Complement,Targeting,Proteomics,Plasma,Fibrinogen
2019,Carbon,Nanosheets,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Macrophages,Anticancer,Spectrum,Serum,Albumin
2019,Gold,Spherical,Coated,Negative charge,Pegylated,Phagocytosis,Cytotoxicity,Macrophages,Stability,Spectrum,Serum,Albumin
2019,Gold,Nanotubes,Coated,Positive charge,Pegylated,Phagocytosis,Cytotoxicity,Macrophages,Biodistribution,Fluorescence,Medium,Albumin
2020,Micelles,Others,Coated,Negative charge,Pegylated,Unknown,Unknown,Immune response,Anticancer,Proteomics,Plasma,Albumin
2020,Oxidative,Spherical,Coated,Negative charge,Pegylated,Phagocytosis,Cytotoxicity,Macrophages,Anticancer,Microscope,Medium,Albumin
2020,Others,Spherical,Coated,Positive charge,Pegylated,Endocytosis,Unknown,Macrophages,Biodistribution,Microscope,Serum,Albumin
2020,Lipoplexes,Others,Coated,Positive charge,Pegylated,Endocytosis,Cytotoxicity,Inflammation,Anticancer,Fluorescence,Medium,Lipoprotein
2020,Lipoplexes,Spherical,Coated,Negative charge,Pegylated,Endocytosis,Cytotoxicity,Immune response,Targeting,Fluorescence,Serum,Transferrin
2020,Gold,Nanorods,Coated,Positive charge,Pegylated,Phagocytosis,Cytotoxicity,Macrophages,Therapy,Spectrum,Medium,Lipoprotein
2020,Others,Others,Coated,Negative charge,Pegylated,Endocytosis,Cytotoxicity,Complement,Targeting,Fluorescence,Serum,Fibrinogen
2020,Lipoplexes,Spherical,Coated,Unknown,Pegylated,Unknown,Unknown,Others,Biodistribution,Microscope,Medium,Albumin
2020,Others,Others,Coated,Negative charge,Pegylated,Endocytosis,Cytotoxicity,Complement,Anticancer,Fluorescence,Plasma,Albumin
2021,Others,Nanotubes,Coated,Unknown,Pegylated,Unknown,Cytotoxicity,Immune response,Biodistribution,Sdspage,Plasma,Albumin
2021,Lipoplexes,Nanosheets,Coated,Negative charge,Pegylated,Endocytosis,Cytotoxicity,Immune response,Biodistribution,Spectrum,Serum,Lipoprotein
2021,Micelles,Nanosheets,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Macrophages,Anticancer,Microscope,Medium,Albumin
2022,Silicon,Others,Unknown,Negative charge,Pegylated,Unknown,Cytotoxicity,Macrophages,Biodistribution,Microscope,Serum,Transferrin
2022,Micelles,Spherical,Coated,Unknown,Pegylated,Unknown,Cytotoxicity,Others,Biodistribution,Icpms,Serum,Others
2022,Lipoplexes,Nanotubes,Coated,Negative charge,Pegylated,Phagocytosis,Cytotoxicity,Complement,Anticancer,Microscope,Serum,Lipoprotein
2023,Nanovesicles,Spherical,Coated,Negative charge,Pegylated,Endocytosis,Cytotoxicity,Immune response,Biodistribution,Microscope,Bovine,Others
2023,Others,Spherical,Unknown,Negative charge,Pegylated,Unknown,Cytotoxicity,Others,Biodistribution,Spectrum,Bovine,Albumin
2024,Lipoplexes,Others,Coated,Positive charge,Pegylated,Unknown,Hemotoxicity,Macrophages,Stability,Spectrum,Serum,Albumin
2024,Micelles,Spherical,Unknown,Negative charge,Pegylated,Exocytosis,Cytotoxicity,Macrophages,Biodistribution,Spectrum,Serum,Albumin
2024,Others,Nanosheets,Coated,Positive charge,Pegylated,Phagocytosis,Unknown,Macrophages,Biodistribution,Others,Serum,Albumin
2012,Silicon,Amorphous,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Others,Stability,Spectrum,Serum,Albumin
2014,Micelles,Others,Unknown,Negative charge,Pegylated,Unknown,Unknown,Others,Targeting,Fluorescence,Serum,Others
2014,Micelles,Nanosheets,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Others,Biodistribution,Spectrum,Serum,Albumin
2015,Gold,Nanotubes,Coated,Positive charge,Pegylated,Exocytosis,Cytotoxicity,Inflammation,Release,Spectrum,Medium,Albumin
2015,Silver,Others,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Others,Release,Microscope,Medium,Albumin
2015,Others,Spherical,Unknown,Positive charge,Pegylated,Endocytosis,Cytotoxicity,Inflammation,Biodistribution,Fluorescence,Plasma,Albumin
2016,Others,Nanosheets,Coated,Positive charge,Pegylated,Phagocytosis,Cytotoxicity,Complement,Release,Microscope,Serum,Albumin
2016,Micelles,Others,Coated,Negative charge,Pegylated,Phagocytosis,Unknown,Immune response,Targeting,Microscope,Serum,Albumin
2016,Agglomerates,Nanotubes,Coated,Positive charge,Pegylated,Phagocytosis,Hemotoxicity,Cytokines,Biodistribution,Microscope,Plasma,Fibrinogen
2017,Others,Spherical,Unknown,Positive charge,Pegylated,Phagocytosis,Cytotoxicity,Macrophages,Biodistribution,Fluorescence,Serum,Lipoprotein
2017,Lipoplexes,Spherical,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Complement,Targeting,Sdspage,Plasma,Lipoprotein
2018,Magnetic,Nanotubes,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Others,Antibacterial,Spectrum,Serum,Albumin
2018,Micelles,Others,Coated,Positive charge,Pegylated,Phagocytosis,Cytotoxicity,Immune response,Release,Spectrum,Plasma,Albumin
2018,Micelles,Others,Coated,Unknown,Pegylated,Unknown,Unknown,Others,Biodistribution,Zetasizer,Bovine,Albumin
2018,Lipoplexes,Nanostars,Coated,Positive charge,Pegylated,Phagocytosis,Unknown,Complement,Targeting,Sdspage,Plasma,Lipoprotein
2018,Zwitterionic,Others,Unknown,Positive charge,Pegylated,Unknown,Cytotoxicity,Macrophages,Release,Microscope,Serum,Others
2019,Others,Nanosheets,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Macrophages,Therapy,Sdspage,Plasma,Lipoprotein
2019,Lipoplexes,Others,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Immune response,Anticancer,Proteomics,Plasma,Albumin
2019,Others,Nanotubes,Coated,Negative charge,Pegylated,Phagocytosis,Cytotoxicity,Immune response,Biodistribution,Microscope,Plasma,Lipoprotein
2020,Micelles,Nanosheets,Coated,Positive charge,Pegylated,Endocytosis,Cytotoxicity,Macrophages,Stability,Fluorescence,Serum,Albumin
2020,Lipoplexes,Nanotubes,Unknown,Positive charge,Pegylated,Endocytosis,Cytotoxicity,Macrophages,Anticancer,Fluorescence,Plasma,Others
2020,Others,Spherical,Coated,Positive charge,Pegylated,Phagocytosis,Cytotoxicity,Dendritic cells,Anticancer,Microscope,Serum,Lipoprotein
2020,Nanovesicles,Others,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Immune response,Targeting,Sdspage,Plasma,Others
